trialResp.keys,trialResp.corr,trialResp.rt,loop.thisRepN,loop.thisTrialN,loop.thisN,loop.thisIndex,loop.ran,loop.order,x_pos,y_pos,stim_file,corr_ans,participant,session,date,expName,psychopyVersion,OS,frameRate
down,1,1.207999945,1,0,200,136,1,199,0.019209169,0.168911242,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,1.411000013,1,0,200,57,1,199,0.131297832,-0.107985551,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,1.437000036,1,0,200,88,1,199,0.04316054,0.164429826,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,1.071999788,1,0,200,159,1,199,-0.169818872,-0.007845419,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.59100008,1,0,200,3,1,199,-0.04690181,-0.16340202,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,1.202000141,1,0,200,92,1,199,-0.03894889,-0.165478047,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,1.101000071,1,0,200,199,1,199,-0.123501559,0.116821936,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,1.323999882,1,0,200,31,1,199,-0.134663574,0.103757997,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,1.030999899,1,0,200,133,1,199,0.156734189,-0.065836115,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,2.741999865,1,0,200,78,1,199,-0.123063331,-0.117283488,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,1.052999973,1,0,200,81,1,199,-0.15462341,-0.070651264,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.819000006,1,0,200,130,1,199,-0.022796957,0.168464533,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.900999784,1,0,200,126,1,199,-0.041580725,-0.164836414,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,1.185000181,1,0,200,164,1,199,0.090200667,0.144096633,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.8349998,1,0,200,14,1,199,-0.061990748,0.158294495,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.902000189,1,0,200,55,1,199,0.012274665,-0.169556281,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
up,1,0.386000156,1,0,200,22,1,199,0.04141387,0.164878414,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.718000174,1,0,200,120,1,199,-0.145071888,0.088623627,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.989000082,1,0,200,137,1,199,0.169681727,0.010397666,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.674999952,1,0,200,135,1,199,-0.158676757,-0.061005628,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.852999926,1,0,200,194,1,199,0.009582995,-0.169729686,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,1,0.737999916,1,0,200,108,1,199,0.15524456,0.069275729,gabor_stims/gabor_00.png,down,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.672999859,1,0,200,70,1,199,0.086808495,0.146165267,gabor_stims/gabor_50.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.657000065,1,0,200,40,1,199,0.138988971,-0.097888028,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.801000118,1,0,200,10,1,199,0.162362621,0.050382331,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
down,0,0.655999899,1,0,200,45,1,199,-0.034678738,-0.166425314,gabor_stims/gabor_10.png,up,so32,001,2019-11-13_10h10.23.342,sdt_gabor,3.2.4,MacIntel,60
